Date,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Value
07/02/2008,Level 1,AA,Agroforestry,Dollars (millions),1241
08/02/2008,Level 1,AA,Agroforestry,Dollars (millions),2564
09/02/2008,Level 1,AA,Agroforestry,Dollars (millions),2655
10/02/2008,Level 1,AA,Agroforestry,Dollars (millions),1443
11/02/2008,Level 1,AA,Agroforestry,Dollars (millions),4758
12/02/2008,Level 1,AA,Agroforestry,Dollars (millions),3239
13/02/2008,Level 1,AA,Agroforestry,Dollars (millions),3010
14/02/2008,Level 1,AA,Agroforestry,Dollars (millions),2164
15/02/2008,Level 1,AA,Agroforestry,Dollars (millions),2583
16/02/2008,Level 1,AA,Agroforestry,Dollars (millions),1811
17/02/2008,Level 1,AA,Agroforestry,Dollars (millions),4874
18/02/2008,Level 1,AA,Agroforestry,Dollars (millions),2217
19/02/2008,Level 1,AA,Agroforestry,Dollars (millions),1987
20/02/2008,Level 1,AA,Agroforestry,Dollars (millions),4640
21/02/2008,Level 1,AA,Agroforestry,Dollars (millions),2014
22/02/2008,Level 1,AA,Agroforestry,Dollars (millions),4543
23/02/2008,Level 1,AA,Agroforestry,Dollars (millions),3670
24/02/2008,Level 1,AA,Agroforestry,Dollars (millions),3955
25/02/2008,Level 1,AA,Agroforestry,Dollars,4955
26/02/2008,Level 1,AA,Agroforestry,Dollars,3670
27/02/2008,Level 1,AA,Agroforestry,Percentage,3626
28/02/2008,Level 1,AA,Agroforestry,Percentage,1493
29/02/2008,Level 1,AA,Agroforestry,Percentage,3161
01/03/2008,Level 1,AA,Agroforestry,Percentage,1878
02/03/2008,Level 1,AA,Agroforestry,Percentage,3676
03/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),1180
04/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),1391
05/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),2042
06/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),3017
07/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),4880
08/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),4300
09/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),2204
10/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),4422
11/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),4770
12/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),1117
13/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),2591
14/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),2135
15/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),4267
16/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),4981
17/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),1127
18/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),2384
19/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),3102
20/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),1531
21/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),2785
22/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),4116
23/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),3541
24/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),3264
25/03/2008,Level 3,AA11,Agroforestry,Dollars (millions),1862
26/03/2008,Level 3,AA11,Agroforestry,Dollars,3236
27/03/2008,Level 3,AA11,Agroforestry,Dollars,3042
28/03/2008,Level 3,AA11,Agroforestry,Percentage,3250
29/03/2008,Level 3,AA11,Agroforestry,Percentage,4521
30/03/2008,Level 3,AA11,Agroforestry,Percentage,4503
31/03/2008,Level 3,AA11,Agroforestry,Percentage,4829
01/04/2008,Level 3,AA11,Agroforestry,Percentage,4942
02/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1495
03/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),3999
04/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1214
05/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1691
06/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),2471
07/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),2427
08/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),4849
09/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),3014
10/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),2105
11/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),4435
12/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),2079
13/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1810
14/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),4538
15/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1399
16/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),4056
17/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),3347
18/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1292
19/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),4437
20/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),4927
21/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1262
22/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),3459
23/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),1364
24/04/2008,Level 4,AA111,Agroforestry,Dollars (millions),3045
25/04/2008,Level 4,AA111,Agroforestry,Dollars,2856
26/04/2008,Level 4,AA111,Agroforestry,Dollars,3897
27/04/2008,Level 4,AA111,Agroforestry,Percentage,4397
28/04/2008,Level 4,AA111,Agroforestry,Percentage,1172
29/04/2008,Level 4,AA111,Agroforestry,Percentage,4389
30/04/2008,Level 4,AA111,Agroforestry,Percentage,1482
01/05/2008,Level 4,AA111,Agroforestry,Percentage,4951
02/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),3758
03/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),3073
04/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),3692
05/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),4597
06/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),4044
07/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),4712
08/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),2689
09/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),4490
10/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),2846
11/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),4652
12/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),2733
13/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),2422
14/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),3466
15/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),1704
16/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),1950
17/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),3446
18/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),1276
19/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),4589
20/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),2112
21/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),3520
22/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),3829
23/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),1882
24/05/2008,Level 3,AA12,Agroforestry,Dollars (millions),2061
25/05/2008,Level 3,AA12,Agroforestry,Dollars,2173
26/05/2008,Level 3,AA12,Agroforestry,Dollars,3782
27/05/2008,Level 3,AA12,Agroforestry,Percentage,2692
28/05/2008,Level 3,AA12,Agroforestry,Percentage,3376
29/05/2008,Level 3,AA12,Agroforestry,Percentage,2572
30/05/2008,Level 3,AA12,Agroforestry,Percentage,3820
31/05/2008,Level 3,AA12,Agroforestry,Percentage,4762
01/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4773
02/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4816
03/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),1709
04/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),1765
05/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),3130
06/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4501
07/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4591
08/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),3874
09/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4568
10/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),2924
11/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),3332
12/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),2314
13/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4237
14/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4459
15/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4675
16/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),3119
17/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),3986
18/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4002
19/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),2643
20/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4634
21/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),3177
22/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),4981
23/06/2008,Level 4,AA121,Agroforestry,Dollars (millions),3130
24/06/2008,Level 4,AA121,Agroforestry,Dollars,3665
25/06/2008,Level 4,AA121,Agroforestry,Dollars,4834
26/06/2008,Level 4,AA121,Agroforestry,Percentage,4721
27/06/2008,Level 4,AA121,Agroforestry,Percentage,1782
28/06/2008,Level 4,AA121,Agroforestry,Percentage,4683
29/06/2008,Level 4,AA121,Agroforestry,Percentage,2034
30/06/2008,Level 4,AA121,Agroforestry,Percentage,3005
01/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),2158
02/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4757
03/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4061
04/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),1974
05/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4772
06/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4253
07/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),3763
08/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),1021
09/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4455
10/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),2143
11/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),1518
12/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),2966
13/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4990
14/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4725
15/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4061
16/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4460
17/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),2425
18/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4018
19/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),2566
20/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),1446
21/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4795
22/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4193
23/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),4046
24/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars,2441
25/07/2008,Level 3,AA13,Dairy Cattle Farming,Dollars,4705
26/07/2008,Level 3,AA13,Dairy Cattle Farming,Percentage,1534
27/07/2008,Level 3,AA13,Dairy Cattle Farming,Percentage,3118
28/07/2008,Level 3,AA13,Dairy Cattle Farming,Percentage,2592
29/07/2008,Level 3,AA13,Dairy Cattle Farming,Percentage,2913
30/07/2008,Level 3,AA13,Dairy Cattle Farming,Percentage,1514
31/07/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2305
01/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2900
02/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2546
03/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2444
04/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2172
05/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2697
06/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),3464
07/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),3965
08/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),1654
09/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),4202
10/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2260
11/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2748
12/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),4841
13/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),1284
14/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),1807
15/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2598
16/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),1974
17/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),3550
18/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2539
19/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),3966
20/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),4819
21/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2066
22/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),2166
23/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars,3334
24/08/2008,Level 4,AA131,Dairy Cattle Farming,Dollars,1755
25/08/2008,Level 4,AA131,Dairy Cattle Farming,Percentage,3748
26/08/2008,Level 4,AA131,Dairy Cattle Farming,Percentage,3325
27/08/2008,Level 4,AA131,Dairy Cattle Farming,Percentage,2749
28/08/2008,Level 4,AA131,Dairy Cattle Farming,Percentage,4174
29/08/2008,Level 4,AA131,Dairy Cattle Farming,Percentage,4058
30/08/2008,Level 3,AA14,Poutry,Dollars (millions),3256
31/08/2008,Level 3,AA14,Poutry,Dollars (millions),2033
01/09/2008,Level 3,AA14,Poutry,Dollars (millions),3157
02/09/2008,Level 3,AA14,Poutry,Dollars (millions),2373
03/09/2008,Level 3,AA14,Poutry,Dollars (millions),1075
04/09/2008,Level 3,AA14,Poutry,Dollars (millions),4691
05/09/2008,Level 3,AA14,Poutry,Dollars (millions),2312
06/09/2008,Level 3,AA14,Poutry,Dollars (millions),2334
07/09/2008,Level 3,AA14,Poutry,Dollars (millions),3874
08/09/2008,Level 3,AA14,Poutry,Dollars (millions),1403
09/09/2008,Level 3,AA14,Poutry,Dollars (millions),4757
10/09/2008,Level 3,AA14,Poutry,Dollars (millions),4570
11/09/2008,Level 3,AA14,Poutry,Dollars (millions),3132
12/09/2008,Level 3,AA14,Poutry,Dollars (millions),2644
13/09/2008,Level 3,AA14,Poutry,Dollars (millions),1962
14/09/2008,Level 3,AA14,Poutry,Dollars (millions),4579
15/09/2008,Level 3,AA14,Poutry,Dollars (millions),2681
16/09/2008,Level 3,AA14,Poutry,Dollars (millions),4855
17/09/2008,Level 3,AA14,Poutry,Dollars (millions),3939
18/09/2008,Level 3,AA14,Poutry,Dollars (millions),2071
19/09/2008,Level 3,AA14,Poutry,Dollars (millions),3780
20/09/2008,Level 3,AA14,Poutry,Dollars (millions),2062
21/09/2008,Level 3,AA14,Poutry,Dollars (millions),2100
22/09/2008,Level 3,AA14,Poutry,Dollars,4813
23/09/2008,Level 3,AA14,Poutry,Dollars,2016
24/09/2008,Level 3,AA14,Poutry,Percentage,4469
25/09/2008,Level 3,AA14,Poutry,Percentage,1108
26/09/2008,Level 3,AA14,Poutry,Percentage,4382
27/09/2008,Level 3,AA14,Poutry,Percentage,2874
28/09/2008,Level 3,AA14,Poutry,Percentage,1009
29/09/2008,Level 4,AA141,Poutry,Dollars (millions),1149
30/09/2008,Level 4,AA141,Poutry,Dollars (millions),4484
01/10/2008,Level 4,AA141,Poutry,Dollars (millions),2802
02/10/2008,Level 4,AA141,Poutry,Dollars (millions),1041
03/10/2008,Level 4,AA141,Poutry,Dollars (millions),4352
04/10/2008,Level 4,AA141,Poutry,Dollars (millions),2043
05/10/2008,Level 4,AA141,Poutry,Dollars (millions),3254
06/10/2008,Level 4,AA141,Poutry,Dollars (millions),4658
07/10/2008,Level 4,AA141,Poutry,Dollars (millions),4266
08/10/2008,Level 4,AA141,Poutry,Dollars (millions),2897
09/10/2008,Level 4,AA141,Poutry,Dollars (millions),1688
10/10/2008,Level 4,AA141,Poutry,Dollars (millions),4311
11/10/2008,Level 4,AA141,Poutry,Dollars (millions),1866
12/10/2008,Level 4,AA141,Poutry,Dollars (millions),1856
13/10/2008,Level 4,AA141,Poutry,Dollars (millions),1686
14/10/2008,Level 4,AA141,Poutry,Dollars (millions),4593
15/10/2008,Level 4,AA141,Poutry,Dollars (millions),3827
16/10/2008,Level 4,AA141,Poutry,Dollars (millions),4132
17/10/2008,Level 4,AA141,Poutry,Dollars (millions),1002
18/10/2008,Level 4,AA141,Poutry,Dollars (millions),3952
19/10/2008,Level 4,AA141,Poutry,Dollars (millions),2489
20/10/2008,Level 4,AA141,Poutry,Dollars (millions),4318
21/10/2008,Level 4,AA141,Poutry,Dollars (millions),1495
22/10/2008,Level 4,AA141,Poutry,Dollars,4323
23/10/2008,Level 4,AA141,Poutry,Dollars,4181
24/10/2008,Level 4,AA141,Poutry,Percentage,3016
25/10/2008,Level 4,AA141,Poutry,Percentage,4277
26/10/2008,Level 4,AA141,Poutry,Percentage,1675
27/10/2008,Level 4,AA141,Poutry,Percentage,2962
28/10/2008,Level 4,AA141,Poutry,Percentage,1402
29/10/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),3944
30/10/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4625
31/10/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),3993
01/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2126
02/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4905
03/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4142
04/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),1879
05/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4243
06/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2862
07/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4254
08/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2943
09/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),1365
10/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),3726
11/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4516
12/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4763
13/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2291
14/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2056
15/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2766
16/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4734
17/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),3180
18/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),3635
19/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2295
20/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),2469
21/11/2008,Level 3,AA21,Forestry and Logging,Dollars (millions),4789
22/11/2008,Level 3,AA21,Forestry and Logging,Dollars,2113
23/11/2008,Level 3,AA21,Forestry and Logging,Dollars,2865
24/11/2008,Level 3,AA21,Forestry and Logging,Percentage,2453
25/11/2008,Level 3,AA21,Forestry and Logging,Percentage,2975
26/11/2008,Level 3,AA21,Forestry and Logging,Percentage,4693
27/11/2008,Level 3,AA21,Forestry and Logging,Percentage,1685
28/11/2008,Level 3,AA21,Forestry and Logging,Percentage,3893
29/11/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1571
30/11/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),4380
01/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),2011
02/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),2868
03/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),3666
04/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),2980
05/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),4139
06/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1079
07/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1130
08/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),2649
09/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1278
10/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),3014
11/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1299
12/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1450
13/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),4601
14/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1275
15/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1347
16/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),3341
17/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),4682
18/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),3214
19/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),2652
20/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1848
21/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),1363
22/12/2008,Level 4,AA211,Forestry and Logging,Dollars (millions),4628
23/12/2008,Level 4,AA211,Forestry and Logging,Dollars,2218
24/12/2008,Level 4,AA211,Forestry and Logging,Dollars,3944
25/12/2008,Level 4,AA211,Forestry and Logging,Percentage,2296
26/12/2008,Level 4,AA211,Forestry and Logging,Percentage,1601
27/12/2008,Level 4,AA211,Forestry and Logging,Percentage,1712
28/12/2008,Level 4,AA211,Forestry and Logging,Percentage,4828
29/12/2008,Level 4,AA211,Forestry and Logging,Percentage,1307
30/12/2008,Level 4,AA211,Forestry and Logging,Percentage,2635
31/12/2008,Level 4,AA211,Forestry and Logging,Percentage,3837
